term,definition,POS,notes
associatif,associative (relating to an association),adj,
association,"association, society, group",f,
association,partnership,f,"commerce, economics] "
association,"association (of related terms, ideas etc.), combination",f,
association,association,f,object-oriented programming] 
associationiste,associationist,adj,
associationiste,associationist,mf,
associationnisme,associationism,m,
associationniste,associationist,adj,
associativité,associativity (condition of being associative),f,
associer,to associate,v,
assoiffé,very thirsty (needing to drink),adj,
assoir,alternative spelling of asseoir,v,
assolement,crop rotation,m,
assoler,To practice crop rotation,v,
assombrir,"to darken, make gloomy",v,
assombrissement,darkening,m,
assombrissement,obfuscation,m,programming] 
assommer,to slaughter (an animal),v,
assommer,"to stun, knock out, poleaxe, sandbag",v,
assommer,to hit (someone),v,by extension] 
assommeur,slaughterer,m,
assommeuse,feminine singular of assommeur,f,
assommoir,cosh or similar weapon,m,
assommoir,boozer (low-class drinking establishment),m,
assomptif,assumptive,adj,
assomption,assumption (all senses),f,
Assomption,Assumption,prop} {f,
assomptionniste,Assumptionist,adj,
assomptionniste,Assumptionist (Augustinian of the Assumption),m,
assonance,assonance,f,
assonancer,To use assonance,v,
assonancer,To harmonize,v,
assoner,To produce assonance,v,
assortatif,assortative,adj,
assortativité,assortativity,f,
assortiment,assortment,m,
assortir,"to match, match up",vt,
assortir,to pair up,vt,of people] 
assortir,"to supply, stock up; to hook (someone) up with",vt,
assortir,to match,vr,
assortissable,matchable,adj,
assortissable,suppliable,adj,
Assouan,Aswan,prop,
assoupir,to make drowsy,v,
assoupir,"to lull, soften",v,
assoupissement,drowsiness,m,
assouplir,to soften (make softer),vt,
assouplir,to make more supple,vt,
assouplir,to relax (of e.g. a law or rule make less strict),vt,
assouplir,"to soften up, get soft (become softer)",vr,
assouplir,to become more supple,vr,
assouplir,"to become relaxed, relax (become less strict)",vr,
assouplir,to limber up,vr,
assouplissement,relaxation,m,
assouplissement,softening,m,
assouplisseur,fabric softener,m,
assourdir,to deafen,v,
assourdissant,deafening,adj,
assourdissement,deafening,m,
assouvir,"to satisfy, assuage (hunger, passion, etc.)",vt,
assouvissement,satisfaction,m,
assouvissement,appeasing,m,
assuétude,dependence,f,
assuétude,addiction,f,
assujetti,"subject (people), subjugated",adj,
assujettir,"to subjugate, to subdue",v,
assujettir,"to secure, make fast",v,
assujettissant,"subjecting, subduing",adj,
assujettissement,subjugation,m,
assujettissement,"obligation, liability (to tax etc)",m,
assujettissement,subjectivation,m,philosophy] 
assumer,assume (take on a position),vt,
assumer,take responsibility,v,
assurable,insurable,adj,
assurance,insurance,f,
assurance,assurance,f,
assurance-chômage,unemployment insurance,f,
assurance-crédit,credit insurance (against non-payment by a debtor),f,
assurance-vie,life insurance,f,
assurantiel,assurance (attributive),adj,
assuré,insured,adj,
assuré,assured,adj,
assuré,insuree,m,
assurément,"assuredly, in an assured fashion",adv,
assurément,to be sure,adv,
assurer,"to assure, to ensure, to make sure",v,
assurer,"to insure, to give insurance to",v,
assurer,to belay,v,climbing] 
assureur,"insurer, insurance agent",m,
assureur,belayer,m,climbing] 
assureuse,feminine noun of assureur,f,
assurfinance,An insurance model whereby insurance companies sell banking products,f,
Assyrie,Assyria,prop} {f,
assyrien,Assyrian,adj,
assyriologie,assyriology,f,
assyriologue,assyriologist,mf,
assyrisant,Assyrian (in character),adj,
astacicole,astaciculture (attributive),adj,
astaciculture,astaciculture,f,
astasie,astasia,f,pathology] 
astate,astatine,m,countable and uncountable] 
astatique,astatic,adj,
astatique,alternating (current),adj,
astaxanthine,astaxanthin,m,organic compound] 
aster,aster (flowering plant),m,
astéréognosie,astereognosis,f,
astéride,"asteroid, starfish (of class Asteroidea)",m,
astérie,starfish,f,
astérion,asterion,m,anatomy] 
astérisme,"asterism (group of stars, constellation)",m,
astérisque,asterisk (punctuation symbol),m,
Astérix,Asterix (the comic character.),prop,
astéroïde,asteroid,m,astronomy] 
astérolide,starwort,f,
astérosismologie,asteroseismology,f,astronomy] 
astérosismologique,asteroseismological,adj,
asteur,now,adv,"Belgium, Louisiana, New Brunswick, Quebec] "
asteure,alternative spelling of asteur,adv,
asthénie,asthenia (loss of strength),f,medicine] 
asthénique,asthenic,adj,pathology] 
asthénosphère,asthenosphere,f,
astheure,"now, right now",adv,"Quebec, Louisiana, France, Switzerland, colloquial] "
asthmatiforme,asthmatic,adj,
asthmatique,asthmatic (affected with asthma),adj,
asthmatique,asthmatic (someone affected by asthma),mf,
asthme,asthma (chronic respiratory disease),m,
astic,A bone once used by cobblers to polish leather,m,
astic,Any of various other polishing tools,m,
asticot,maggot,m,
asticoter,"to annoy, needle",vt,
astigmate,astigmatic,adj,
astigmatisme,astigmatism (disorder of the vision),m,
astiquage,polishing,m,
astiquer,"to polish, shine, rub, furbish",vt,
astiquer,to wank,vr,slang] 
astome,astomatous,adj,biology] 
astragale,talus (bone),m,anatomy] 
astragalectomie,"astragalectomy, talectomy",f,surgery] 
astragalien,astragalar,adj,anatomy] 
astrakan,astrakhan,m,
astral,astral,adj,
astre,"celestial body, astronomical object",m,astronomy] 
astre,star,m,astronomy] 
astré,starlit,adj,
astreignable,constrainable,adj,
astreignant,"exacting, demanding",adj,
astreindre,"to constrain, compel",vt,
astreint,constrained,adj,
astreinte,sanction,f,legal] 
astreinte,on-call duty,f,
astrictif,astrictive,adj,
Astrid,given name,prop,
astrifère,astriferous,adj,
astringence,astringency,f,
astringent,astringent,adj,
astringent,astringent,m,
astro-,astro-,prefix,
astroarchéologie,astroarchaeology,f,astronomy] 
astrobiologie,astrobiology,f,biology] 
astrobiologique,astrobiological,adj,
astrobiologiste,astrobiologist,mf,
astroblème,astrobleme,m,
astrochimie,astrochemistry,f,"astronomy, chemistry] "
astrocytaire,astrocytic,adj,
astrogéologie,astrogeology,f,"astronomy, geology] "
astroïde,astroid,m,maths] 
astrolabe,astrolabe,m,
astrolabique,astrolabic,adj,
astrolâtrie,astrolatry,f,
astrologie,astrology,f,
astrologique,astrological,adj,
astrologiquement,astrologically,adv,
astrologue,astrologer,mf,
astromatériau,astromaterial,m,
astrométrie,astrometry,f,astronomy] 
astrométrique,astrometric,adj,
astrométriste,astrometrist,mf,
astronaute,"astronaut (a member of the crew of a spaceship or other spacecraft, or someone trained for that purpose)",mf,
astronautique,astronautic,adj,
astronaval,synonym of astronautique,adj,
astronef,"spaceship, spacecraft",m,
astronef,starship,m,
astronome,astronomer (one who studies astronomy),mf,
astronomie,astronomy,f,
astronomique,astronomical (of or relating to astronomy),adj,
astronomique,astronomical (extremely large),adj,
astronomiquement,astronomically,adv,
astroparticule,astroparticle,f,
astrophotographe,astrophotographer,mf,"astronomy, photography] "
astrophotographie,astrophotography,f,"astronomy, photography] "
astrophysicien,astrophysicist,m,
astrophysicienne,feminine noun of astrophysicien,f,
astrophysique,astrophysical,adj,
astrophysique,astrophysics,f,
astrosismologie,astroseismology,f,
astrosphère,astrosphere,f,
astuce,"Shrewdness, subtlety, astuteness",f,
astuce,"a trick, as a clever way of accomplishing something",f,
astuce,a tip or piece of advice,f,
astucieusement,"astutely, shrewdly, craftily",adv,
astucieux,astute,adj,
asturien,"Asturian, of or pertaining to Asturia (in northern Spain, all senses)",adj,
asturien,of or pertaining to the Asturian language,adj,
asturien,the Asturian language,m,
Asturien,Asturian (person),m,
Asturienne,feminine noun of Asturien,f,
Asturies,Asturies (autonomous community/and/province),prop} {fp,
asymétrie,asymmetry,f,
asymétrique,"asymmetric, without symmetry",adj,
asymétriquement,asymmetrically,adv,
asymptomatique,asymptomatic (not exhibiting any symptoms of disease),adj,
asymptote,asymptote,f,analysis] 
asymptotique,"asymptotic, asymptotical",adj,
asymptotiquement,asymptotically,adv,
asymptotisme,asymptotia,m,maths] 
asynartète,asynartete,adj,poetry] 
asynchrone,asynchronous,adj,
asynchronique,asynchronous,adj,
asynchroniquement,asynchronically,adv,
asyndète,asyndeton,f,rhetoric] 
asynergie,asynergy,f,
asyntactique,asyntactic,adj,
asystolie,asystole,f,pathology] 
asystolique,asystolic,adj,
-at,"Usually denotes an action or a result of an action, as in assassinat (assassination)",suffix,
-ât,A suffix denoting the third-person singular imperfect subjunctive form of an -er verb,suffix,
atactique,atactic,adj,chemistry] 
ataman,ataman,m,historical] 
ataraxie,ataraxia,f,
ataraxique,ataraxic,adj,
ataturkiste,Ataturkist,adj,
atavique,atavistic,adj,
ataviquement,atavistically,adv,
atavisme,atavism (reappearance of an ancestral characteristic),m,
ataxie,ataxia (pathological lack of movement coordination),f,
ataxique,ataxic,adj,
atchou,alternative form of atchoum,interj,"rare, archaic or Quebec] "
atchoum,achoo,interj,
-ate,-ate,suffix,"chemistry, in nouns] "
atèle,spider monkey (of the genus Ateles),m,
atélectatique,atelectatic,adj,
atelier,workshop,m,
atélique,atelic,adj,linguistics] 
atélophobie,atelophobia,f,
atemporel,atemporal,adj,
aténolol,atenolol,m,medicine] 
atérien,Aterian,m,
atérien,Aterian,adj,
atermoiement,procrastination,m,chiefly in the plural] 
atermoyer,"to procrastinate, delay",vit,
-âtes,Suffix forming the second-person plural past historic of -er verbs,suffix,
-ateur,-ator,suffix,
athabascan,Athabascan,adj,
athanor,athanor,m,
athée,atheistic,adj,
athée,atheist,mf,
athéisme,atheism,m,
athéiste,atheist,mf,
athéiste,atheist,adj,
athéistique,atheistic,adj,
athématique,athematic,adj,
Athéna,Athena (god),prop} {f,Greek god] 
athenæe,obsolete form of athénée,m,
athénée,A type of high school; atheneum,m,"Belgium, Luxembourg, Louisiana French] "
Athènes,Athènes (capital city),prop} {f,
athénien,"Athenian (of, or from Athens)",adj,
Athénien,Athenian (someone from Athens),m,
Athénienne,feminine noun of Athénien,f,
athéophobe,atheophobic,adj,
athermane,athermanous,adj,
athermique,"athermic, athermal",adj,physics] 
athermochroïque,athermochroic,adj,physics] 
athéromateux,atheromatous,adj,
athérome,atheroma,m,pathology] 
athérosclérose,atherosclerosis,f,pathology] 
athérosclérosique,atherosclerotic,adj,pathology] 
athérure,brush-tailed porcupine,m,
Athesans-Étroitefontaine,"A commune in Haute-Saône, France",prop,
athétose,athetosis,f,
athétosique,athetosic,adj,
athlète,athlete,mf,
athlétique,"athletic (having a muscular, well developed body, being in shape)",adj,
athlétiquement,athletically,adv,
athlétisme,athletics; track and field,m,
athoracique,athoracic,adj,
athrepsie,athrepsia,f,pathology] 
athrepsique,athreptic,adj,
athymie,athymia,f,pathology] 
athymique,athymic,adj,
-atif,-ative,suffix,
-ation,-ation,suffix,
atlante,atlas,m,architecture] 
atlanthrope,A hominid of species Homo erectus (formerly Atlanthropus),m,
Atlantide,Atlantis,prop} {f,
atlantique,Atlantic,adj,
Atlantique,Atlantic,prop} {m,
atlantisme,Atlanticism,m,
atlantiste,Atlanticist,m,
atlantosaure,A sauropod of the genus †Atlantosaurus,m,
Atlas,"Atlas (son of Iapetus and Clymene, leader of the Titans ordered by Zeus to support the sky on his shoulders)",prop} {m,Greek god] 
Atlas,Atlas (moon of Saturn),prop} {m,astronomy] 
Atlas,Atlas (star in the Pleiades),prop} {m,astronomy] 
Atlas,Atlas (crater in the first quadrant of the moon),prop} {m,astronomy] 
Atlas,Atlas Mountains,prop} {m,
atlasique,Atlasic,adj,
atloïdien,atloidean,adj,anatomy] 
atmidomètre,synonym of atmomètre,f,
atmo-,Pertaining to air,prefix,
atmomètre,"atmometer, evaporimeter",f,
atmosphære,obsolete form of atmosphère,f,
atmosphère,atmosphere,f,
atmosphérique,atmospheric,adj,
atoca,cranberry (fruit),m,"Canada, dated] "
atoca,cranberry sauce,m,Canada] 
atoll,atoll,m,
atome,atom,m,particle] 
atome,"scrap, jot, iota, whit",m,very small amount] 
atome-gramme,gram atom,m,
atomicité,atomicity,f,chemistry] 
atomique,atomic,adj,
atomiquement,atomically,adv,
atomisation,atomization,f,
atomiser,to atomise,v,
atomiseur,atomizer / atomiser,m,
atomiseur,"spray, sprayer",m,
atomisme,atomism,m,
atomiste,atomist,m,
atomistique,atomistic,adj,
atonal,atonal,adj,music] 
atonalité,atonality,f,
atone,expressionless,adj,
atone,unstressed,adj,linguistics] 
atone,mute,adj,linguistics] 
atonie,"sluggishness, apathy; lifelessness",f,
atonique,"atonic (of sound, toneless)",adj,
atopique,atopic (of a hereditary predisposition),adj,
atour,attire (of women),m,
atour,finery,m,in the plural] 
atout,trump,m,card games] 
atout,"advantage, asset",m,
atoxique,"non-toxic, nontoxic",adj,
atrabilaire,"atrabilious, splenetic, cantankerous",adj,
atrabile,black bile,m,
atrabilieux,synonym of atrabilaire,adj,
atramentaire,"atramental, atramentarious, inky",adj,
-âtre,-ish,suffix,"especially, colours] "
-âtre,Used to form pejoratives,suffix,
âtre,hearth,m,
âtre,"dark, matte black",adj,
atrésie,atresia,f,pathology] 
atriau,A type of round sausage,m,Switzerland] 
-atrice,"-(at)rix, -ess",suffix,
atrium,atrium,m,
atroce,atrocious,adj,
atroce,"terrible, dreadful",adj,
atroce,"inhuman, savage, cruel",adj,
atrocement,atrociously,adv,
atrocement,"terribly, dreadfully",adv,
atrocement,"inhumanly, savagely, cruelly",adv,
atrocité,atrocity,f,
atrophie,atrophy,f,
atrophier,atrophy (wither),vtr,
atrophique,atrophic,adj,
atropine,atropine,f,organic compound] 
Atsuko,given name,prop,
attablé,seated at a table,adj,
attabler,to sit down at the table,v,
attachant,"endearing, cute",adj,
attaché-case,attaché case,m,
attachement,attachment,m,
attacher,"to affix, bind, tie something to something else, especially with rope",v,
attacher,"to attach (durably bind, tie via links of emotional or physical dependence)",v,"usually, passive] "
attacher,"to become attached, become fond of (grow emotionally bound to)",vp,
attacher,"to attach, attribute (a certain quality or value to)",v,
attacher,"to exert oneself, to make an effort, to make a commitment",vr,with à] 
attagène,carpet beetle (of the genus Attagenus and certain others of the family Dermestidae),m,
Attalie,Attalia,prop,
attaquable,attackable,adj,
attaquant,"attacker, assailant",m,
attaquant,"forward, striker, attacker",m,soccer] 
attaquante,feminine noun of attaquant,f,
attaque,attack,f,
attaque,onset of a syllable,f,phonology] 
attaquer,to attack,vt,
attarder,to delay; make late,vt,rare] 
attarder,to linger; stay late,vr,
atteignable,"attainable, achievable",adj,
atteignement,attainment (reaching),m,archaic] 
atteindre,to attain,v,
atteindre,to reach,v,
atteindre,to accomplish,v,
atteindre,to achieve,v,
atteinte,attack (à on),f,
attelage,"coupling, hitch",m,
attelage,"team (of horses, etc)",m,
attelage,yoke (of oxen),m,
attelage,combined driving,m,equestrian] 
atteler,"to harness, yoke, hitch (e.g. a horse to a wagon)",vt,
atteler,"to get down to, apply oneself to",vr,
atteleur,The person who couples carriages together,m,rail transport] 
atteleuse,feminine noun of atteleur,f,
attelle,hame (on a horse),f,
attelle,splint,f,
attenance,"dependence, domination, subjugation",f,
attenant,adjacent (à to),adj,
attendre,"to wait for, to await",vt,
attendre,to expect,v,
attendre,to expect,vr,followed by à] 
attendre,"alternative form of entendre, to hear",v,Louisiana French] 
attendrir,to make softer or more tender; to soften,v,
attendrir,to soften (up),v,"figuratively, of a person] "
attendrir,to soften up (become softer),vr,s'attendrir] 
attendrissant,heart-warming,adj,
attendrissement,"emotion, (tender) feeling; pity",m,
attendrisseur,tenderizer,m,
attendu,"awaited, anticipated",adj,
attendu,expected,adj,
attenir,to border; be next to; abut,vi,"archaic, inanimate] "
attentat,"attack, assault (illegal act of violence toward another)",m,
attentatoire,detrimental,adj,
attentatoire,intrusive,adj,
attentat-suicide,suicide attack,m,
attente,wait (the time that one is waiting or the state of waiting),f,
