term,definition,POS,notes
Garagenverkauf,garage sale,m,
Garant,guarantor,m,
Garantie,guarantee,f,
Garantie,warranty,f,
garantieren,to guarantee,v,
Garaus,very end,m,archaic] 
Garaus,downfall,m,"archaic, by extension] "
Garbe,sheaf,f,
Garbe,garb,f,heraldiccharge] 
Garbe,yarrow,f,obsolete as a simplex] 
Gardasee,Lake Garda (Italian Lago di Garda or Benaco),prop} {m,
Garde,guard,f,military] 
Garderobe,"coatrack, hallstand (piece of furniture on which clothes may be hung)",f,
Garderobe,cloakroom (room in a public building where clothes may be stored),f,
Garderobe,dressing room (room in a theatre where actors change costume),f,
Garderobe,wardrobe (department in charge of clothing for theatre or cinema productions),f,
Garderobe,"wardrobe (collection of clothing, such as those owned by one person)",f,
Gardine,"thin, translucid (often partly transparent) curtain covering a window",f,
Gardinenpredigt,reprehension of the husband by his wife,f,
garen,cook (prepare (food) for eating),vt,
garen,cook (become ready for eating),vi,
gären,to ferment,vi,
gären,to be agitated; to seethe,vi,"impersonal, figuratively] "
gargantuesk,"gargantuan (chiefly of appetite, food portions, body girth)",adj,"elevated, rather rare] "
Gargazon,Gargazon (municipality),prop} {n,
Gärling,dough glob during bulk fermentation,m,
Gärling,obsolete form of Herling,m,
Garn,yarn,n,
Garn,net,n,"hunting, fishing] "
Garnele,shrimp (decapod crustacean),f,
garnieren,to garnish,v,
Garnierung,garnish,f,
Garnison,garrison,f,"dated, outside, Austria and Switzerland] "
Garnisonsstadt,garrison town,f,
Garnisonstadt,garrison town,f,
Garnitur,set,f,
Garsten,Garsten (municipality),prop} {n,
garstig,"rude, nasty, beastly",adj,
Gart.ant.,abbreviation of Gartenanteil,noun,apartment listing] 
Gärtchen,diminutive of Garten,n,
Garten,"garden, yard (grounds at the front or back of a house)",m,
Garten,"garden (outdoor area containing one or more types of plants, usually plants grown for food or ornamental purposes)",m,
Garten,orchard (garden or an area of land for the cultivation of fruit or nut trees),m,
Gartenanteil,share of garden,m,
Gartenhaus,"summer house, garden shed",n,
Gartenhäuschen,diminutive of Gartenhaus,n,
Gartenmelde,"the plant species Atriplex hortensis, garden orache",f,
Gartenrotschwanz,"the common redstart (a bird in the flycatcher family, Phoenicurus phoenicurus)",m,
Gartenstadt,garden city,f,
Gartentisch,garden table,m,
Gartenzwerg,garden gnome,m,
Gärtner,gardener (male or of unspecified sex),m,
Gärtnerei,nursery,f,
Gärtnerei,gardening,f,"colloquial, uncountable] "
Gärtnerin,gardener (female),f,
Gartow,Gartow (town),prop,
Gärung,fermentation,f,
Gas,gas (matter in a physical state between liquid and plasma),n,
Gasballon,gas balloon,m,
Gasbeleuchtung,gas lighting,f,
gasbetrieben,"gas-operated, gas-powered",adj,
Gaschromatografie,gas chromatography,f,
Gaschromatographie,gas chromatography,f,
Gaschurn,Gaschurn (municipality),prop} {n,
gasdicht,gastight,adj,
Gasen,Gasen (municipality),prop} {n,
Gasen,surname,prop} {mf,
Gasentladung,gas discharge,f,
Gasentladungslampe,glow discharge lamp (gas discharge lamp),f,
Gasentladungsröhre,(gas) discharge tube,f,
Gasflasche,gas cylinder,f,
Gasform,gaseous form,f,
gasförmig,"gaseous (relating to, or existing as, gas)",adj,
gasförmig,gassy,adj,
Gasgemisch,gas mixture,n,
gashaltig,gaseous,adj,
gasig,"fluid, gaseous",adj,
Gaskammer,gas chamber,f,
Gaskraftwerk,gas-fired power station,n,
Gasleitung,gas main (large gas pipe),f,
Gasmaske,gas mask,f,headgear] 
Gasmolekül,gas molecule,n,
Gasmule,Gasmoulos,noun,
Gaspedal,throttle; accelerator; accelerator pedal,n,
Gasphase,gas phase,f,physics] 
Gasplanet,gas giant,m,astronomy] 
Gaspoltshofen,Gaspoltshofen (municipality),prop} {n,
Gässchen,"diminutive of Gasse; small, narrow lane",n,
Gasse,lane,f,
Gasse,alley,f,
Gassi,A walk for a dog; walkies,noun,slang] 
Gassigehen,Dog walking; walkies,n,slang] 
Gasstrom,stream of gas,m,
Gast,guest,m,
Gastank,gas tank,m,
Gastarbeiter,"guest worker, migrant worker, foreign worker",m,
Gästehaus,guesthouse,n,
Gasterei,"banquet, feast, where many guests come to be served food",f,archaic] 
Gästerei,alternative form of Gasterei,f,
Gastern,Gastern (municipality),prop} {n,
Gästezimmer,guest room,n,
gastfrei,hospitable,adj,
gastfreundlich,hospitable,adj,
Gastfreundlichkeit,hospitality (act or service),f,
Gastfreundschaft,hospitality,f,
Gastgeber,"host (a person who allows a guest, particularly into the host's home)",m,
Gasthaus,"restaurant, inn",n,
Gasthof,"inn, pub, guesthouse",m,
Gastlichkeit,"hospitality, conviviality",f,
Gastmahl,"feast, regale",n,
gastral,gastric,adj,
gastrisch,gastric,adj,anatomy] 
gastro-,gastro- [of or relating to the stomach],prefix,
gastroenterisch,"gastroenteric, gastrointestinal",adj,
gastrointestinal,gastrointestinal,adj,
Gastronomie,gastronomy,f,
Gaststätte,restaurant,f,
Gasturbine,gas turbine,f,
Gasuhr,gas meter,f,
Gaswerk,gasworks,n,
Gaswolke,gas cloud,f,
Gaszähler,gas meter (device which measures the amount of gas supplied to a property),m,
Gaszentrifuge,gas centrifuge,f,physics] 
-gate,-gate (forms names of scandals),suffix,
Gate,airport gate,n,
Gate,men's long underwear,f,"Austria, colloquial, obsolete] "
gäten,alternative form of jäten,v,
Gateway,gateway,n,computer network] 
Gatt,eyelet; hole for a rope or hook,n,nautical] 
Gatt,alternative spelling of GATT,prop} {n,
Gatte,husband,m,
Gatte,male spouse,m,
Gatter,gate,n,
Gatter,grating,n,
Gatter,fence,n,
Gattin,"married woman, wife; female form of Gatte",f,
Gattung,genus,f,
Gattung,"voice, gender (of verbs)",f,grammar] 
Gattung,genre,f,
Gattungsname,common noun,m,grammar] 
Gattungsname,generic name,m,
Gattungszahlwort,variative numeral,n,numeral] 
Gau,shire; district,m,now chiefly in placenames] 
Gau,an administrative unit of the Third Reich,m,historic] 
Gau,"an accident, a calamity",m,colloquial] 
GAU,"größter anzunehmender Unfall: worst possible or foreseeable accident: the worst possible accident considered for controlling, engineering, or planning when designing something such as a nuclear or industrial plant",m,
GAU,disastrous event in many contexts,m,figurative] 
Gaube,dormer; dormer-window (roofed projection from a sloping roof with a window at the front),f,"regional, chiefly northern and central Germany] "
Gaubitsch,Gaubitsch (municipality),prop} {n,
Gaucho,gaucho,m,
Gaudium,delight,n,dated] 
Gaugraf,"count of a shire or district, local judge",m,historical] 
Gaugräfin,feminine noun of Gaugraf,f,historical] 
Gaukelei,"jugglery, buffoonery",f,Medieval] 
Gaukelei,"pretense, sham, trickery",f,
gaukeln,to perform magic,v,dated] 
Gaukler,"juggler, legerdemainist",m,
Gaul,horse,m,regional] 
Gaul,"hack, nag (bad, old or incapable horse)",m,more widespread] 
Gauleiter,A leader of a local branch of the NSDAP (more commonly known as the Nazi Party) or the head of a Reichsgau (an administrative division of the German state until 1945),m,historical] 
Gaullismus,Gaullism,m,
Gaum,alternative form of Gaumen,m,obsolete] 
Gaumen,palate (roof of the mouth),m,
Gaumen,the sense of taste,m,figurative] 
Gaumen,oral cavity,m,obsolete] 
Gaumenlaut,palatal,m,phonetics] 
Gaumenmandel,palatine tonsil,f,
Gaumensegel,velum,n,
Gaumensegellaut,velar,m,phonology] 
Gaumenspalte,"palatoschisis, cleft palate",f,pathology] 
Gauner,"crook, racketeer (one who commits crimes)",m,colloquial] 
Gauner,"sly, cunning person",m,colloquial] 
Gaunerei,swindle,f,
gaunern,"to cheat, swindle",v,
Gaunersprache,cant (secret language),f,
Gaußsch,Gaussian,adj,
Gauß-Verteilung,Gaussian distribution,f,
Gaweinstal,Gaweinstal (municipality),prop} {n,
gay,gay,adj,
Gayer,surname,prop,
Gazastreifen,"Gaza (region), Gaza Strip",prop} {m,
Gaze,gauze,f,
Gazelle,gazelle,f,
GDI,initialism of (Sammlung der) griechischen Dialekt-Inschriften,prop} {f,
ge-,"Forms collective nouns, almost always neuter gender. Whenever possible, the root vowel is modified as well: Ader/Geäder, Ast/Geäst, Berg/Gebirge, Busch/Gebüsch, Rippe/Gerippe, Stein/Gestein, Strauch/Gesträuch, Wasser/Gewässer, Wolke/Gewölk",prefix,
ge-,"Forms action nouns, usually with a sense of repetition or continuation. All of these nouns are neuter and have no plural. For example: ächzen/Geächze, heulen/Geheule/Geheul, reden/Gerede, seufzen/Geseufze",prefix,
ge-,"Forms nomina rei actae, verbal nouns that refer to the patient of the action, always of neuter gender. For example: schenken/Geschenk, legen/Gelege, prägen/Gepräge",prefix,
ge-,"Forms past participles in combination with a suffix -en or -(e)t: schlafen/geschlafen, denken/gedacht, retten/gerettet. Nouns are frequently made from the past participle",prefix,
ge-,"Forms verbs with terminative aktionsart: geleiten, genießen, gebären, gelangen, gereuen, geziemen, geruhen, genesen. This is hardly productive after Early New High German and outside of dialects",prefix,
geachtet,"esteemed, respected",adj,
geachtet,past participle of achten,v,
geächzt,past participle of ächzen,v,
geadelt,past participle of adeln,v,
Geäder,venation,n,
Geäder,veins,n,"anatomy, collective] "
Geäfter,dewclaw of a hoofed animal such as a deer or wild boar,n,hunting] 
gealtert,past participle of altern,v,
geändert,changed,adj,
geängstigt,past participle of ängstigen,v,
geartet,natured,adj,
Geäse,"pasture, fodder or feeding ground for deer",n,hunting] 
Geäse,"deer's mouth, muzzle, snout",n,
Geäst,"boughs, branches",n,
geätzt,past participle of ätzen - etched,v,
geäussert,past participle of äussern,v,
geäußert,expressed,adj,
geb.,"geboren, geborener, geborene: née (signifies maiden name of a woman), born",adj,
geb.,"gebunden: bound, married",adj,
Gebäck,pastry (food group),n,
gebacken,past participle of backen,v,
gebackt,past participle of backen,v,
gebaggert,past participle of baggern,v,
Gebälk,entablature,n,architecture] 
gebalkt,fess-having,adj,heraldry] 
geballert,past participle of ballern,v,
gebändert,"banded, striped",adj,
gebannt,past participle of bannen,v,
gebappt,past participle of bappen,v,
Gebärde,any gesture of the body,f,
Gebärde,a gesture used in sign language,f,sign language] 
gebärden,to sign,vi,
gebärden,to behave,vr,
Gebärdensprache,sign language,f,
Gebaren,behaviour [UK] / behavior [US],n,
gebären,"to give birth; referring to labour, or to labour and pregnancy as a whole",vi,
gebären,to give birth to; to bear,vt,
gebärfähig,prolific (capable of bearing children),adj,
gebärfreudig,giving birth to many children,adj,
Gebärfreudigkeit,The characteristic of giving birth to many children,f,
Gebärmutter,"womb, uterus",f,
Gebärmutterschleimhaut,endometrium,f,anatomy] 
Gebäu,"building, edifice, structure",n,dated] 
Gebäude,"building, edifice, structure",n,
Gebäudeinstallation,electrical wiring (in a building),f,
gebaut,past participle of bauen,v,
gebeamt,past participle of beamen,v,
gebellt,past participle of bellen,v,
geben,To give; to hand,vt,
geben,To present; to put,vt,
geben,there to be (there is; there are); indicates that something exists,vt,impersonal] 
geben,To result in,vt,
gebenedeit,blessed,adj,
gebenedeit,past participle of benedeien,v,
Geber,"giver, donor, grantor (male or of unspecified sex)",m,
Geber,encoder (device),m,
Gebet,prayer,n,
Gebetsmühle,prayer wheel,f,
gebetsmühlenartig,"mantralike, prayerlike, monotonous",adj,
Gebetsteppich,"prayer rug, prayer mat",m,Islam] 
gebettet,past participle of betten,v,
gebeugt,bent,adj,
gebeutelt,"plagued, ridden",adj,
Gebiet,area,n,
Gebiet,territory,n,
Gebiet,a set with certain properties:,n,math] 
Gebiet,[commonly] a (non-empty) open and connected set,n,
Gebiet,an open set,n,
gebieten,to demand,vt,
gebieten,to command,vt,
Gebieter,"arbiter, commander, ruler, master, lord (male or of unspecified sex)",m,
Gebietshoheit,"territorial sovereignty, territorial jurisdiction",f,
Gebilde,"construction, formation, structure",n,
Gebilde,"shape, pattern, figure",n,
gebildet,educated,adj,
gebildet,"erudite, literate",adj,
gebildet,"intellectual, cultured",adj,
gebilligt,past participle of billigen,v,
Gebinde,"package, bundle",n,
Gebinde,wreath,n,
Gebirge,"a group of mountains, mountain range, mountains",n,
Gebirge,geographical area containing mountains,n,
gebirgig,mountainous,adj,
gebirgsbildend,orogenic (mountain-building),adj,
Gebirgsdorf,mountain village,n,
Gebirgswels,"Sisoridae, a family of catfish",m,
Gebiss,set of teeth,n,anatomy] 
Gebiss,dentures,n,dentistry] 
Gebiss,bit (for a horse),n,
geblafft,past participle of blaffen,v,
geblakt,past participle of blaken,v,
Gebläse,ventilator,n,
geblaut,past participle of blauen,v,
geblieben,past participle of bleiben,v,
geblinkt,past participle of blinken,v,
Geblüt,blood,n,
Geblüt,"bloodline, heritage",n,
gebölkt,past participle of bölken,v,
gebollert,past participle of bollern,v,
Geboltskirchen,Geboltskirchen (municipality),prop} {n,
geboren,past participle of gebären,v,
geborgen,"safe, secure, protected and hidden away from dangers",adj,
Geborgenheit,The state of having a sense of security and well-being,f,"usually, uncountable] "
geborsten,past participle of bersten,v,
geboßt,past participle of boßen,v,
Gebot,"command, commandment",n,
Gebot,"bid, bidding",n,
gebracht,past participle of bringen,v,
gebracht,"brought, carried",adj,
gebrannt,burnt,adj,
gebrannt,fired (e.g. in a kiln),adj,
gebrannt,distilled,adj,
gebraten,"roast, fried",adj,
Gebrauch,"use, usage",m,
Gebrauch,application,m,
gebrauchen,to use,v,
gebräuchlich,"common, customary, usual, in use",adj,
Gebrauchsanweisung,"instruction sheet, directions for use, operating manual",f,
gebrauchsfähig,"usable, serviceable, working",adj,
Gebrauchsfähigkeit,"usability, serviceability",f,
gebrauchsfertig,"off-the-shelf, ready to use",adj,
gebrauchsfertiger,comparative of gebrauchsfertig,adj,
gebrauchsfertigsten,superlative of gebrauchsfertig,adj,
Gebrauchsfreundlichkeit,useability,f,
Gebrauchsgegenstand,"utility item, object of utility, utensil, implement",m,
Gebrauchsmusik,"""utility music"" (music composed for a specific, identifiable purpose, not just for its own sake)",f,
gebraucht,used,adj,broadly] 
gebraucht,secondhand,adj,"narrowly, without comparative or superlative] "
Gebrauchtware,second-hand goods,f,
gebraust,past participle of brausen,v,
gebrechen,[with an + dative] to lack,v,
Gebrechen,"disability, infirmity (lasting physical damage)",n,
Gebrechen,"damage, a technical bug",n,Austria] 
gebrechlich,"rickety, infirm, fragile",adj,"of a person, especially due to old age] "
Gebrechlichkeit,infirmity,f,
Gebresten,"disability, infirmity (lasting physical damage)",n,"Swiss, otherwise archaic] "
gebresthaft,sickly (having the appearance of sickness),adj,archaic] 
gebresthaftesten,superlative of gebresthaft,adj,
gebrochen,broken,adj,
gebrochen,fractional,adj,math] 
gebrochen,blackletter,adj,typography] 
gebrochen,past participle of brechen,v,
gebröselt,past participle of bröseln,v,
gebrowst,past participle of browsen,v,
Gebrüder,"brothers, brethren",mp,"plurale tantum, dated except in company names] "
gebrüht,past participle of brühen,v,
Gebrüll,"roaring, shouting",n,
Gebrumm,"growling, humming",n,
gebuchtet,bayed (having bays),adj,
gebuckelt,"humpbacked, hunchbacked",adj,
gebückt,past participle of bücken,v,
gebuddelt,past participle of buddeln,v,
Gebühr,fee,f,
Gebühr,surname,prop} {mf,
gebühren,"to belong to, to be due to",v,
gebühren,to be proper,vr,
gebührend,"befitting, worthy",adj,
gebührenfrei,free of charge,adj,
gebührenpflichtig,chargeable (subject to a charge / toll),adj,
gebührlich,"appropriate, proper, due",adj,
gebumst,past participle of bumsen,v,
Gebund,bundle,n,
gebunden,"bound, constrained to something",adj,
gebunden,committed; married or in a fixed relationship,adj,
gebunden,legato,adj,music] 
gebunden,fretted [of the clavichord],adj,music] 
Geburt,birth,f,
Geburtenkontrolle,birth control,f,
Geburth,obsolete spelling of Geburt,f,
gebürtig,native,adj,
Geburtsdatum,date of birth,n,
Geburtshelfer,"midwife (male), accoucheur, obstetrician",m,
Geburtshelferin,"midwife (accoucheuse), obstetrician (female)",f,
Geburtshilfe,obstetrics (care of women during and after pregnancy),f,medicine] 
Geburtsjahr,year of birth,n,
Geburtsname,"name at birth, maiden name",m,
Geburtsort,"birthplace, place of birth",m,
Geburtsrecht,birthright,n,
Geburtstag,birthday,m,
Geburtstagsfeier,birthday party,f,
Geburtstagsgeschenk,birthday present (a present given to someone to celebrate their birthday),n,
Geburtstagskarte,birthday card (a greeting card for someone's birthday),f,
Geburtstagskind,"birthday boy or -girl, person whose birthday it is",n,
Geburtsurkunde,birth certificate,f,
Gebüsch,"brush (vegetation, generally larger than grass but smaller than trees)",n,
gebüßt,past participle of büßen,v,
gebützt,past participle of bützen,v,
gechillt,chill,adj,colloquial] 
gechillt,past participle of chillen,v,
Geck,"dandy, coxcomb, poser (vain, narcisstic man)",m,"somewhat, dated] "
gecken,to act like a dandy,v,
Gecko,gecko,m,"reptiles, zoology] "
gecremt,past participle of cremen,v,
gecrèmt,past participle of crèmen,v,
gedacht,past participle of denken,v,
